,Albania,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahrain,Bangladesh,Belarus,Belgium,Benin,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Cambodia,Canada,Chile,China,Colombia,Costa Rica,C̫te d'Ivoire,Croatia,Cyprus,Czech Republic,Denmark,Dominican Republic,Ecuador,Egypt,El Salvador,Estonia,Ethiopia,Finland,France,Georgia,Germany,Ghana,Greece,Guatemala,Guinea,Honduras,Hong Kong,Hungary,India,Indonesia,Ireland,Iran,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kuwait,Kyrgyzstan,Laos,Latvia,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Malta,Mauritius,Mexico,Mongolia,Morocco,Mozambique,Namibia,Nepal,Netherlands,New Zealand,Nicaragua,Nigeria,Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Bolivia,Poland,Portugal,Qatar,Cameroon,South Korea,Romania,Russian Federation,Rwanda,Saudi Arabia,Senegal,Singapore,Slovakia,Slovenia,South Africa,Spain,Sri Lanka,Sweden,Switzerland,Taiwan,Thailand,Togo,Trinidad and Tobago,Tunisia,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,Tanzania,USA,Uruguay,Venezuela,Viet Nam,Zambia,Zimbabwe,KP Annex B,Non KP Annex B,OECD,Non-OECD,EU28,Africa,Asia,Central America,Europe,Middle East,North America,Oceania,South America,Bunkers,Statistical Difference,World
1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1990,6.367143247865137e-05,-0.4346433257920843,0.5377974700988919,8.97510881883754,-7.140108711400359,7.721534987211809,0.2032956247171418,-1.1240513255466311,11.49796023692989,-9.57410923381552,-0.08756585095696387,0,-7.442542156995586,0.4140724376286986,4.376204200591136,-0.05716314075091142,-0.18300227613484776,-7.493050854718021,0.1790382423575565,44.69636546896038,-1.8258028492759575,-0.6033104488183845,-0.2930575223594487,0.5696363363103867,-0.272925765363635,3.5877777098938495,-2.2726304492367593,-0.1146702544721423,0.04577584554119696,-1.9414166826381418,-0.4207570917394913,1.4775961901094838,-0.2510519916619911,-6.507646626364766,-27.608525956628355,1.7695228141493984,-39.84419798599396,-0.28375596676298653,-3.570504545267223,-0.4465427033774829,0,-0.20524315480212707,-16.547836334663067,-4.528127263006347,0.42960934963326736,1.438626785788756,-1.8945059063803527,2.0916231967605725,-3.8137755708179526,-34.25203492040231,0.12164510043634857,-45.41157000934879,-1.5399702859359112,-3.489628662915351,-0.6605253502451465,0.05220432119330631,-0.770043944101261,-0.09828347620825323,-0.438533036919015,-1.9762746440569323,0,-0.11930609295114453,-0.23397727417361489,-3.538310975435575,-0.29138661929059007,-0.3263024600749156,-0.6699708772093658,0.2406052024622758,-2.4442048844232627,-0.6260766659520037,0,-0.12773652572753336,-10.770739853203288,-0.43263721982502634,-0.13876204977160422,0.6832490622344434,-2.3673285861315456,-0.4545741281950666,-1.2671764729692327,-0.03958005306945489,-0.3947642170274229,-0.6886596696616438,-5.551792734655962,0.02046517663776215,14.70374553836065,-1.9478820616087624,0.17211180349523447,-0.17989365390272805,-19.798027605776994,3.5284913026475593,138.92029397406884,0,4.317561740825603,-0.045446687679288944,-7.28940181925997,-2.90243074704971,-0.2347196347786058,25.64175840286793,-9.78916243285559,-0.6617222393455429,-7.7066569758159975,-11.332145023288566,-14.18543119998418,-8.899277174975264,-0.08737830645373393,1.4189117937981726,-0.8460312107431518,-17.67208079991041,-0.2246255285832898,53.74648712680758,-0.3651638283584351,-18.21236376185101,-0.38644476629045843,19.699226972294582,-0.2541612170464327,7.615710987273946,-0.5635316954781624,-0.10856031911903408,-0.7083660357852342,-8.806122395748531,8.806122395750064,-249.12444014083195,249.30724426655678,-163.49201585337602,19.534841420950432,-54.60969798352066,0.20103503444041815,29.90484055467535,-11.37229264963089,11.347306369168361,8.332086367569952,-3.33623251458258,0,0,0
1991,-0.07827967249401935,-1.1841179018660846,0.5990043956176181,9.165021835520292,-6.632613780223426,9.376100481706015,-0.00243620079011464,-1.2419360643601296,9.13797564563269,-9.02108367604825,-0.08944067811497144,0,-6.225070499171366,0.28424398152245023,4.509572626429046,-0.05805860431229434,-0.19250828731969832,-9.577905598686144,-0.03351538514524144,57.463318758434525,-1.345636495872105,-0.5213041692335495,-0.2920591846516585,0.3986942515501468,-0.17674993750002765,5.201020381093848,-0.3744211656391023,-0.08433298156892732,0.01373530015472113,-0.35466649230315994,-0.3982660574397585,1.1254903702383583,-0.26952865446283125,-5.294510780262932,-24.074445632262666,1.282443454671303,-36.472477609643306,-0.2925634626956506,-3.2895629271103886,-0.4555097662574119,0,-0.21113707908726864,-17.956746004716642,-3.4222935434815795,4.925762329759493,3.8083752164377955,-2.1091034610104984,2.384852122304004,-3.87939896627495,-32.97638242775233,0.1774663690122471,-47.00719728699249,-1.232543198836174,14.173120028495028,-0.6967650487903423,-2.141990041695131,-0.8959480484398683,-0.10885180501809644,-0.4737777570710513,-2.1243209880441576,0,-0.11668199778544486,-0.22847073327603393,-2.312136462110029,-0.2609775350321174,-0.3454890539380615,-1.872997797290779,0.8802475252256974,-2.14183952860901,-0.5949930535586928,0,-0.1456237811713873,-10.549803581422943,-0.2892429360108437,-0.16466410758672922,0.5734471165555686,-2.095521044137177,-0.5791797352520662,-0.8248175703077507,0.05972344996663703,-0.4210996027448657,-0.7903468477584346,-4.972784518242884,0.02558669350831977,9.819041485657365,-2.0349740164738694,0.41020797546237464,-0.19780351501012233,-19.086732049063386,3.347483393464877,91.87317996967329,0,5.938897330720295,-0.04472892662921901,-7.864768677926087,-0.9102271867367122,-0.3272032023934761,24.028188524183307,-8.621944252262338,-0.7545244563960898,-7.3440635386753925,-11.296417378062323,-11.395997070432166,-7.012325647234803,-0.0955905321659416,1.6149452385998861,-0.5147370806877642,-15.266222156983233,-0.22796891181411125,46.38852022199738,-0.3102007759438141,-17.905256790549544,-0.407130584878723,27.560032936401967,-0.2449646502850067,4.782933645736399,-0.5198103813420172,-0.17761250497575154,-0.5809002824674572,-45.01629072475133,45.01629072475209,-228.8949111616834,229.0745087975092,-149.99489128116244,20.993855200464182,-11.177182495372879,-0.42039919991237884,-14.668052920992373,-13.651551794444332,15.8845627215027,8.617104842267228,-5.576417079791197,0,0,0
1992,-0.09748016283188576,-2.1767315066659876,0.5487130347770365,9.802814278834688,-8.67579849912325,11.555871426487636,-0.12850757137605262,-1.4233251703865148,12.264391328529943,-14.087115990789414,-0.08873426583923075,0,-5.830348386509137,0.17198560926462814,4.136177655000317,-0.0620078656100905,-0.2073058519870557,-9.515601434765486,-0.3803855182524476,41.77731252586864,-1.8565087456738425,-0.5357261377009559,-0.5428740943168062,-0.4407791645898138,-0.4170895099195795,-1.0955967712395633,-2.913542346181149,-0.09892335662526808,0.42457223483481066,-2.1606806950186126,-0.44418445577932864,0.04657030039417087,-0.2959147278740405,-13.458323901342553,-37.86874996256945,1.5902555941097263,-66.4071245615678,-0.3006019004789522,-5.249629992183607,-0.5648802451996948,0,-0.24317964654380386,-19.075692917557767,-8.445832250491431,1.980822267250744,3.543213213495278,-2.5412019595885624,2.1007666057575065,-4.449493844284431,-46.6389594848424,0.27228706292722205,-68.36049599424558,-1.3590350499557835,28.84699976469686,-0.8134386192098555,-1.4749152939643464,-1.837807067386093,-0.11648619749900639,-1.1198130774361554,-8.495240493080976,0,-0.12586625197359552,-0.22590327290889683,-2.8619279063595116,-0.30263276851659127,-0.37483698807001437,-3.259784851206163,0.47523066305076433,-3.1714745889118587,-0.5626405554536085,0,-0.14135449427285418,-18.55419540639876,-0.11163254807489587,-0.20675406376148298,1.3110394882115983,-4.573287433147938,-0.584061917791741,-1.4814679164229219,0.19734565434198315,-0.43620704050731673,-0.8340507146910463,-7.522825033649266,0.01640739996281182,4.769250130404586,-2.583157504191835,0.9914993536256587,-0.14414742199886033,-27.47292831696201,3.2359402838584828,335.56666740592175,0,6.2426852216721755,-0.06312788116554346,-9.849261978330153,-1.5865406125534403,-1.4212940916347088,21.47430422519271,-12.289880006385587,-0.7372066003154114,-10.14024804125936,-13.301884205013945,-21.536226183134318,-13.950786027908762,-0.10751517148841239,1.5632508304937724,-1.8183876971295465,-23.174562870035516,-0.23989111616464381,39.0638356582528,-0.6066969352141243,-26.904183204934213,-0.4100943402106678,5.204328263098205,-0.2683984024432662,2.891357433281346,-0.5222481527039609,-0.18643675288466577,-0.34340296697827544,14.75937513164024,-14.759375131641468,-415.63846863053385,415.9245685370255,-279.4489912311626,13.110489076134991,-72.93314619732575,-1.248575425271039,90.35533332187126,-22.255995684219386,-7.81868435472951,9.399740861966484,-8.607192101048597,0,0,0
1993,-0.08108003622680215,-1.8295275239804738,0.19821916889619273,10.648526428478945,-7.489904137384393,6.566445332709214,0.17908754730624432,-1.3528887913320302,11.019489509730846,-11.61797438594725,-0.08229927910729457,0,-5.254921091232049,0.01509167365875741,3.49499392997952,-0.06179379859583692,-0.18741156277664767,-6.092732658074738,-0.44444786910011125,46.95464361305767,-1.8801747354537177,-0.5035391543537637,-0.39639988197772036,-0.32495470477217836,-0.1465805350381404,1.5301967514718342,-1.689762151705576,-0.048702557702998917,0.2768379821484652,-0.6296101689025022,-0.3886930274744993,0.3371541802245259,-0.28704305452403867,-7.838874500698777,-32.08326596406978,0.5051856654070521,-56.348763509840296,-0.2869494030908897,-4.055466858107788,-0.5103182676453737,0,-0.236725168355436,-17.59468540837718,-6.059277394907227,7.327014757188124,5.234009814696073,-1.8988647597638604,6.099745967282587,-3.9164288622784227,-34.39649781582338,0.15812410184433068,-62.75120821988321,-1.2311089738290524,11.156684803759944,-0.681166036097087,-0.6492703461861158,-1.2658481630643759,-0.12454628575546998,-0.6961774210983807,-4.332622400607043,0,-0.13577784357378286,-0.24881373957929317,-0.5053723020003638,-0.26790264074591696,-0.3862073163275624,-3.0360682855760928,0.8527290982657336,-2.4025637854404165,-0.6215885192520028,0,-0.15154784772175506,-13.212816671620942,-0.2333485483605804,-0.18488959119963388,0.7861737380268412,-3.203845443727987,-0.6650852966101439,-1.311076058617676,0.14326564262352548,-0.37912313042912926,-0.7243403481858888,-6.105745856477489,0.07471481071406894,7.688690196551903,-2.5280596656593346,1.024364779061628,-0.14514631666936895,-20.925674569568656,3.0853876500741144,211.31374457839553,0,6.036600217908244,-0.06269756277438787,-9.069418625753595,-1.155537856643928,-0.9856115987778868,24.20674131654291,-9.032291201875708,-0.7931812573300667,-8.166555314968164,-11.734905599355972,-15.255199981889845,-9.063901447190268,-0.11207519476361302,1.1847354989911412,-0.9894493814559535,-16.247895136684242,-0.28990203532955855,35.91707839634813,-0.09914655571357756,-21.006588595852378,-0.4118303022180647,16.819658081325315,-0.32613412956673926,4.1605910557200545,-0.675168230990332,-0.23151650693527293,-0.31568794792729893,-18.30227558746526,18.302275587465658,-311.12844193820405,311.33024033899295,-209.1979273776064,18.064371828701994,-54.16317602814824,-1.3089347618562233,34.903998103604735,-8.870077138349878,7.45467683938807,10.167234515569046,-6.246071357151257,0,0,0
1994,-0.11257452364309273,-1.6674225581110136,0.22237408114500756,9.621248411950063,-7.3125165821956095,6.193232305735702,0.09654776251212605,-1.5469776562087425,9.850601104878171,-10.515045454674123,-0.1012167952693841,0,-5.99304334712771,-0.1346074511815223,3.974963146951639,-0.06294689910275322,-0.20276594944040177,-3.593690027970723,-0.15728458332035622,100.6171184491061,-1.9579762380981904,-0.45928289904027375,-0.27831123914776246,-0.3911881020843895,-0.07436557034407332,1.3791235257915915,-1.0759260416095948,-0.07311395076383187,-0.38306700028324947,-1.4057847301068769,-0.4000133181646055,0.9138107756170468,-0.3107496861129678,-4.536673399421986,-30.19493451469249,0.3155213831249821,-53.599028675775685,-0.29132190007385916,-3.473452627842203,-0.4684005441327861,0,-0.192311270464267,-26.05195295901614,-4.510921822186024,9.128133879947143,5.055352882614088,-1.779666083615714,8.036084306606014,-3.848115366161098,-31.27457020995817,0.18574550953674818,-66.89568384378776,-1.2482331958528792,8.385633377610965,-0.7163021737769877,-0.3552961376040571,-1.1116850121592285,-0.1477526872351092,-0.8777810549474419,-3.4285409892458487,0,-0.1319712155062457,-0.25473603720091353,-0.09589574586089356,-0.2762892068005035,-0.4252943125670872,-2.2175245734020166,0.5505735263820126,-2.221871235961272,-0.6370344793192131,0,-0.15131205929394592,-11.654915155517493,-0.4046562859366283,-0.1793515400421487,-0.1724671894649994,-2.5551247987209855,-0.6551131536981378,-1.2264851818415323,0.20127393817379358,-0.3960906417400979,-0.8680963311383607,-5.4207288154894435,0.16131942821610412,9.966783602866983,-2.521996951721814,0.9230112338578591,-0.1319680376013539,-20.100382526661818,4.604868370908623,131.90168754972194,0,5.819170710394005,-0.0171924393585432,-8.085214648553904,-0.0963815784630988,-0.6579404014518424,24.188409227515493,-6.516989895365697,-0.8631166794629297,-7.1960151544187525,-11.805225506482037,-13.515462538042776,-6.689180943622652,-0.134129991731485,1.575954384724381,-0.5751750360005916,-10.88534879196758,-0.29894849074244106,38.08440997631928,-0.3411462778099583,-20.425933315326432,-0.44007049091593264,13.8449171365844,-0.3699416523441328,5.616306587798626,-0.6987113036854478,-0.2619757537035823,-0.09584366015549062,-73.1693241170835,73.16932411708429,-284.0800607158377,284.246398856221,-181.55152336552305,17.707573722724298,-11.021296023593878,-0.7543486992282902,-15.347461628048183,-1.3893223815496007,7.768845930662717,8.99718853245342,-5.959085449554386,0,0,0
1995,-0.11341978857395862,-1.0289786014327333,0.16596698049197833,11.16125519939007,-7.522864239282992,2.7168240202405505,0.13507986465061617,-1.3843183348649113,7.125691982412594,-11.231696347232834,-0.11110378580635077,0,-7.844274102445283,-0.06899317152557005,4.026876106130365,-0.06933910499321141,-0.17290194384603152,-2.1527124083243336,-0.0239831465352065,97.83382223463946,-2.392313612274428,-0.5175868751550903,-0.214787025339217,-0.6273991171705475,-0.16927333204307304,1.5028638163465686,-1.6844994929100743,0.06508174653485188,0.08355428103817086,-1.1407010379856395,-0.4156956714841311,0.6695294328219195,-0.3155954592833068,-4.595284716247045,-31.125754913110995,0.015547553524634106,-55.09207170262823,-0.30335539637866127,-3.821563474457161,-0.5064610234361133,0,-0.1451167981962307,-26.43270154619257,-3.6088183319339464,11.527998116895816,4.644662945856936,-1.7357212066624434,5.929405156770727,-4.122807144678543,-29.831199838253525,0.12679308415218893,-71.00862524983597,-1.3570728946831871,9.875076131657543,-0.7788193456438242,0.6943774456981249,-1.5313519472768888,-0.16673687813557428,-0.9424053206206318,-3.4560359580772095,0,-0.13236604802376495,-0.26963901814421365,3.28560712943122,-0.3125597219966162,-0.4365915476445858,4.405672305973212,0.5168593235270786,-2.2854726572674213,-0.6875383971508153,0,-0.1547739831114856,-12.43994048237299,-0.6870518264840655,-0.16906726865461885,-0.13994143516653246,-2.7191183172281015,-0.5993960231708142,-1.2997759303979777,-0.046039857773667925,-0.3705097619914266,-0.9602230123126905,-5.2014176480976,0.1910039788987099,11.268979122189265,-2.464779570716514,0.9026341119229908,-0.10790516001335226,-19.03033813829012,5.743490892505022,124.14297285135615,0,3.1697682540672645,-0.058417952319162136,-12.61563553485746,-0.4212927475638075,-0.8357042638963357,26.95097193336447,-5.889913130563343,-0.9072847047810755,-7.029793704328458,-12.583233564475497,-12.643327114528063,-4.7824580611988665,-0.14155627814811544,1.9412153254601279,-0.6785911991055817,-11.30765305118205,-0.3091485469557084,44.80099552973221,-0.9469040177402839,-21.3523633760675,-0.38279920503751885,15.286946265997585,-0.3928620017320734,4.556084031874672,-0.6901771107077526,-0.32559990323538235,-0.3730533661055633,-76.43230294751774,76.4323029475167,-280.0235382425434,280.1999071060849,-182.97919561814314,22.045812312772732,-12.009597936476275,-1.041869830968826,-22.06330416581443,-6.207311730462203,17.243518814284826,10.209636308429516,-8.1746102528726,0,0,0
