wb_name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
,-0.05803571428571408,-0.17535545023696686,0.38505747126436773,0.16182572614107893,-0.07500000000000007,0.3976833976833978,0.24309392265193353,0.37777777777777777,0.8548387096774193,0.6069565217391306,0.25,0.44632034632034645,0.669560011972463,0.039799211186805294,0.06697066945301389,0.014677815692549112
Albania,0.01228501228501222,0.066747572815534,0.16382252559726962,0.14467253176930606,-0.029888983774551736,0.021126760563380254,-0.08362068965517244,0.007525870178739513,0.11391223155929042,0.0008382229673091768,0.05025125628140703,0.1395534290271132,-0.10076976906927926,0.021789883268482635,-0.003732022684939329,0.012003278608264889
Algeria,-0.045459973727160485,-0.04136953167354773,0.07782659764214572,0.018485631256054402,-0.03285250059443612,0.19704978488014735,-0.055658246046416004,0.08235464694794836,0.007334226389819287,0.10093420658931485,-0.01857164426996838,0.016861538461538483,0.0726216412490921,0.03252651771609116,0.07258400607665894,0.042385604678254474
Andorra,0.021428571428571352,0.0,0.013986013986013734,0.006896551724137945,0.0547945205479452,0.01948051948051943,-0.05095541401273895,-0.01342281879194629,0.0,-0.04081632653061229,0.0,-0.049645390070921835,0.0,0.0,0.0071037601793932925,0.007375926154006285
Angola,0.04205046055266326,0.019984627209838512,0.3014318010550112,-0.28430804863925874,1.0732200647249193,0.019317073170731724,0.16232771822358338,0.12961133069828712,0.02216066481994461,0.08101554699757507,0.045520517218630374,0.044169611307420586,0.10079767947788221,-0.027997364953886605,-0.0005451407314449597,0.016048384010259875
,0.2142857142857144,0.5294117647058822,0.0,0.07692307692307687,0.17857142857142883,0.06060606060606055,0.1142857142857141,0.0512820512820511,0.0,-0.024390243902438935,0.02499999999999991,-0.04878048780487798,0.0,-0.0512820512820511,0.024332195362454012,0.022473020575586977
Antigua and Barbuda,-0.010526315789473717,0.0,0.05319148936170226,0.07070707070707072,0.04716981132075482,0.009009009009008917,0.03571428571428581,0.10344827586206917,0.0234375,0.06106870229007644,0.02877697841726623,-0.020979020979021046,0.021428571428571352,0.0,0.024332195362454012,0.022473020575586533
Argentina,-0.03298156325624335,-0.05920899873584262,-0.06735040859979169,0.08297559541311395,0.16678431798436133,0.028691099476439774,0.08220231632283759,-0.0014840516700805884,0.07952523497519404,-0.04836145045569129,0.04421713261064464,0.01976739647972514,0.0037888210643144404,-0.013210820290905034,0.006122731812125304,0.013803204223441723
Armenia,0.14963503649635013,0.022222222222222143,-0.14078674948240155,0.12650602409638556,0.06310160427807499,0.19416498993963782,0.006739679865206405,0.15564853556485359,0.09775524981897177,-0.21569920844327173,-0.03280067283431465,0.1660869565217391,0.15809097688292328,-0.0347714101738571,-0.0059887493844333894,0.023554537444049783
,0.32704402515723285,0.01579778830963674,0.0062208398133747345,0.018547140649149974,0.0015174506828528056,0.031818181818181746,0.0,0.0381791483113072,-0.032531824611032545,0.005847953216374213,-0.026162790697674465,-0.007462686567164201,-0.46616541353383467,-0.3267605633802817,0.024332195362454012,0.022473020575586755
Australia,0.017955415932855656,0.022201258055680517,0.011765745331966171,0.0179200924607692,0.03576334472216125,0.010646569184282084,0.014401555549579559,0.019641224368415422,0.013593658492165872,0.010416271045577075,-0.005502495249324779,-0.006143423852283614,0.006830026334106343,-0.02349270352077404,-0.009541084823341262,0.016826373688693552
Austria,0.009360468494134633,0.060727928862149394,0.025990526906463085,0.08176405308478762,0.00467860843409329,0.015301949190264175,-0.033340875679415016,-0.03466357953347088,-0.0027179219801458654,-0.08618676041410545,0.07164458832118137,-0.030395747665266537,-0.03737543427338563,0.003817837497612775,-0.05436600401516145,0.03548611564760451
Azerbaijan,0.032593353009110926,-0.02497825276500565,0.02931430028039772,0.033803863298662584,0.04814947897951849,0.070049137241458,0.14064502349423336,-0.22104671847205304,0.163701923076923,-0.10142532534600279,-0.03839080459770128,0.09024623475974192,0.06304133318715044,0.0024752475247524774,0.046797597553945414,0.028232237328584597
"Bahamas, The",-0.004376367614879695,-0.05934065934065935,0.004672897196261738,-0.037209302325581395,0.13526570048309172,0.010638297872340496,-0.04421052631578948,0.015418502202643403,-0.11496746203904562,0.09803921568627438,0.5000000000000002,-0.22619047619047616,0.005769230769230749,0.6214149139579348,0.023268749642987308,0.022433832007471732
Bahrain,0.03459503459503477,-0.25295043273013385,0.1271721958925751,0.04905395935529078,0.06323758628367848,0.09696335078534024,-0.01966399389079798,0.41752677702044805,0.10935568072537438,-0.07789473684210513,0.0671501477303249,0.007802668009061264,-0.009490509490509558,0.09871406959152784,-0.02435966109397847,0.06371020872082056
Bangladesh,0.10433013658820078,0.16460526315789492,0.038526720144616444,0.05831157528285469,0.05694901315789469,0.04707255397782517,0.10291658926249325,0.019875357924877823,0.11601981833195718,0.08605253422123549,0.11459326883771626,0.05965770171149165,0.06149053991693587,0.021791109661993158,0.04091818809496117,0.06609932061818746
Barbados,-0.018181818181818188,0.02777777777777768,0.006006006006006093,0.032835820895522394,0.02023121387283222,0.04532577903682733,0.013550135501354976,-0.005347593582887611,0.18817204301075252,-0.002262443438914019,-0.0861678004535148,0.03473945409429291,-0.0383693045563549,-0.014962593516209544,0.023820159685774334,0.020478678610928336
Belarus,-0.041432492484642536,-0.019089173711480778,-0.0067417292187935685,0.021482051640892896,0.08645019865735026,0.0173392181588905,0.04908583823985113,-0.024930584273645695,0.04265374129051813,-0.0387006798768087,0.032883999274617715,0.01591853455843628,-0.006797626591393602,0.008642190128182792,0.01054775121577367,-0.055725652508861634
Belgium,0.01696458329144379,-0.0052712528485470145,0.0029114681241206863,0.011973119814641997,0.00875516654112829,-0.027382258438032547,-0.022366265249669892,-0.03508992289262436,0.01978524499682588,-0.1086721727898684,0.0640630152465782,-0.08067663928724411,-0.038249472198245704,0.008056358588355517,-0.05326392034967986,0.03760970645732131
Belize,0.18947368421052624,-0.008849557522124019,-0.10714285714285698,0.04999999999999982,0.028571428571428692,0.04629629629629628,0.044247787610619316,0.05932203389830515,-0.16000000000000003,0.12380952380952381,0.2457627118644068,0.10884353741496611,-0.19631901840490795,0.07633587786259532,0.024754637916884592,0.02213891500548537
Benin,0.023474178403755985,0.1353211009174311,0.1454545454545455,0.1322751322751321,0.06542056074766367,-0.04532163742690065,0.6171516079632466,0.1609848484848484,-0.018760195758564358,0.05652535328345798,0.09205350118017308,0.04250720461095092,0.03870076019350388,0.05189620758483038,-0.00579368729329377,0.01987483865959372
Bermuda,-0.0078125,0.0,0.06299212598425208,-0.05185185185185193,-0.03125,-0.12903225806451601,0.3148148148148149,0.40140845070422504,-0.1105527638190954,-0.2994350282485876,0.25806451612903225,-0.3076923076923076,0.12037037037037024,-0.18181818181818177,0.024332195362454234,0.022473020575586533
Bhutan,0.028571428571428692,-0.0277777777777779,0.08571428571428585,-0.09649122807017552,-0.18446601941747565,0.2857142857142858,-0.009259259259259411,0.0,0.07476635514018692,-0.0782608695652175,0.2547169811320755,0.5037593984962405,0.11499999999999999,0.08071748878923768,0.047010791939406715,0.011375872181206503
,1.6533795493934145,0.01828870019595019,-0.035920461834509254,0.0006653359946773296,0.04920212765957466,-0.00887198986058313,0.04219948849104882,0.1257668711656441,-0.038147138964577665,0.02322946175637397,-0.3111849390919158,0.27572347266881025,0.21739130434782616,0.03529411764705892,0.024332195362453568,0.022473020575586977
Bosnia and Herzegovina,0.3286219081272084,-0.030851063829787306,0.07025246981339195,0.013076923076923208,0.07744874715261951,0.038054968287526636,0.08395564607377226,0.005010438413361129,0.14167012879102625,0.027292576419213788,0.027630180658873682,0.12271630472250927,-0.068160884249309,-0.015815485996705125,-0.05754532571836091,0.04997693757024613
Botswana,0.1960556844547563,0.018428709990300884,0.033333333333333215,-0.03778801843317969,0.018199233716474916,0.05079962370649116,0.009847806624887934,0.02304964539007104,0.06499133448873473,-0.12855980471928408,0.22128851540616257,-0.0825688073394496,0.010833333333333472,0.2192910140148392,0.14731635615176186,-0.008542961264546456
Brazil,0.024395272127542666,0.028811967532031524,-0.015312055119051426,-0.03203840635691402,0.05038366378966308,0.028070251611922892,0.001034715769913097,0.044710473578736254,0.06722935112923922,-0.05284368259734351,0.1432851920656797,0.04683404969074334,0.0696742858573467,0.07158794800979873,0.04712030659366606,-0.022987846314927785
,0.0,0.03571428571428581,0.06896551724137945,0.06451612903225823,0.030303030303030276,0.05882352941176472,0.08333333333333326,0.0512820512820511,0.07317073170731736,0.022727272727272485,0.04444444444444451,0.02127659574468077,0.0,0.0,0.02433219536245379,0.022473020575586977
Brunei Darussalam,0.2054409005628519,-0.043579766536964826,-0.028478437754271835,0.048576214405360085,0.08865814696485641,0.0014673514306675628,-0.028571428571428692,0.7307692307692308,0.0836601307189544,-0.13791716928025732,0.043376865671641784,0.1819400983459989,-0.004538577912254205,-0.19338905775075965,0.10339743309911631,0.06330154215459549
Bulgaria,-0.01866157734591012,0.08251758363098971,-0.057114500133621404,0.091876311322026,-0.022302406300828026,0.020949433158385933,0.025097575781195314,0.07294941624345563,-0.02763435113316115,-0.152645219665556,0.04802385456261016,0.112179402731313,-0.09221741233958569,-0.11583324443895904,0.061275602274640795,0.05753081813732419
Burkina Faso,0.11811023622047245,-0.04225352112676062,0.00735294117647034,0.07299270072992714,0.023809523809523725,0.019933554817275656,0.20846905537459293,0.21024258760107828,0.16481069042316254,0.007648183556405286,0.015180265654648917,0.12710280373831773,0.18905472636815945,0.16317991631799167,-0.005974180718316013,0.020497729983622648
Burundi,0.012820512820512775,-0.2911392405063292,0.03571428571428581,-0.2413793103448275,0.2272727272727273,-0.2222222222222222,0.2142857142857142,0.0,0.019607843137255054,0.0,0.1153846153846152,0.13793103448275867,0.16666666666666652,0.038961038961039085,0.02629146581094699,0.011702242762834159
Cambodia,0.042553191489361764,0.13914656771799616,-0.019543973941368087,0.07807308970099669,0.027734976887519247,0.1349325337331333,0.08058124174372527,0.15525672371638133,0.1248677248677248,0.1937911571025399,0.07722616233254542,0.038771031455742566,0.04788732394366213,0.02150537634408578,0.06118168477330621,0.010268765699356752
Canada,0.04018175694885362,-0.013408167273955551,0.009289704625198292,0.030611847138664716,-0.0032211756353389687,-0.010572886462701159,-0.009920260155094063,0.039342402532620335,-0.031199836430799377,-0.059945926467320554,0.022427488348651714,0.00567376818439036,0.00944345516951195,0.017163685485826363,0.0017549243178989204,-0.02973951620040083
Cabo Verde,0.0851063829787233,0.11764705882352944,0.1578947368421053,0.2727272727272727,0.0714285714285714,0.04444444444444451,0.0851063829787233,0.05882352941176494,-0.2222222222222222,0.0714285714285714,0.4555555555555557,0.10687022900763354,-0.06896551724137923,-0.10370370370370374,-0.006599293667649553,0.022656773735070246
,0.0847457627118644,0.0078125,0.03875968992248069,0.014925373134328401,-0.07352941176470595,0.039682539682539764,0.007633587786259444,0.20454545454545459,0.018867924528301883,-0.05555555555555558,0.006535947712418277,0.051948051948051965,-0.08641975308641969,-0.00675675675675691,0.024332195362454012,0.022473020575586977
Central African Republic,0.013888888888888618,-0.08219178082191769,0.0,-0.04477611940298509,0.0,0.0,0.0625,0.014705882352941124,0.0,0.0,0.04347826086956519,0.05555555555555536,0.05263157894736836,0.012499999999999956,-0.006599293667649664,0.022656773735070246
Chad,0.4545454545454546,-0.02083333333333337,-0.021276595744680882,1.2608695652173911,-0.009615384615384581,0.058252427184465994,0.01834862385321112,0.1351351351351351,0.10317460317460325,-0.03597122302158273,0.05223880597014907,0.042553191489361764,0.006802721088435604,0.12162162162162149,-0.006599293667649775,0.022656773735070468
Chile,-0.043703792034342936,-0.09308560384063858,0.03416746871992293,0.00797713222096652,0.07505111125766684,0.034169682841543425,0.048463637442163865,0.10528995756718507,0.0029688779688781253,-0.0702255792589569,0.08151278954879793,0.09678729127544039,0.0218417399352151,0.027126166108142336,-0.021517270776572506,-0.004557987051014067
China,0.017852154041095636,0.05318593592398857,0.0922788433602002,0.18098674328314868,0.16520025346471057,0.14428769959518828,0.10127854229435851,0.08705121629680468,0.02007692939658412,0.057658209985408826,0.06624730849323135,0.09177961419200553,0.022688150057664336,0.03358467730071513,0.0024901040413733977,-0.007366580217753604
Colombia,0.024982155603140654,-0.028488224867055045,-0.010882314609670152,0.031622636537321336,-0.04093492560189038,0.10667199360767099,0.0327316486161251,-0.008098345374038862,0.09063142437591765,0.06715855234812595,0.04819581125410033,0.004814636494944624,0.043699089602299734,0.12207327150858527,0.05493936325297821,0.04463431943923313
Comoros,0.09523809523809512,0.0,0.04347826086956519,0.08333333333333326,0.03846153846153855,0.03703703703703676,0.1071428571428572,0.0,0.032258064516129004,0.0,0.09375,0.17142857142857126,-0.024390243902438935,0.10000000000000009,-0.006599293667649664,0.022656773735070246
"Congo, Rep.",0.27678571428571463,-0.2692307692307694,-0.24880382775119614,0.5923566878980893,0.03600000000000003,0.03474903474903468,0.13805970149253732,0.08524590163934431,0.0785498489425982,0.30252100840336116,0.12903225806451601,0.15999999999999992,0.0673234811165846,0.041538461538461524,0.017156374815676,0.04600705761975443
,0.0,0.125,-0.11111111111111116,0.125,0.6666666666666665,0.13333333333333353,0.05882352941176472,0.0,0.05555555555555536,0.0,0.0,0.0,0.0,0.0,0.06741650995491488,0.010645860505258842
Costa Rica,-0.008632138114209709,0.05224380442062948,0.09802673456397204,0.04753623188405798,0.04593248478140555,-0.008994708994708778,0.033635878270154684,0.14411157024793386,0.0009029345372462139,-0.02796571944068571,-0.04222737819025513,0.022771317829457294,0.00331596399810552,-0.01935788479697842,0.025165755372922316,0.019313804392254053
Cote d'Ivoire,0.08367466354593311,0.1376889848812095,-0.05695301376364492,-0.2506290890790135,0.40362659503022136,0.021052631578947434,-0.10590440487347708,-0.03144654088050303,0.0,-0.16504329004329,0.08943616331821125,0.03807257584770962,0.3111747851002866,0.07124125874125875,0.04990115111212612,0.07857323655068416
Croatia,-0.021099069671994264,0.05831427099871678,0.051951057341750095,0.06010107697724609,-0.014985353790950784,0.01941345072035383,0.00993905493115732,0.0536391971936474,-0.049688356407199374,-0.07378118047229487,-0.035597693737517644,-0.026872953565145408,-0.08916366796232866,-0.022202441431798614,-0.040969385495547184,0.019868045494258135
Cuba,0.029675738274464347,-0.024181076901447995,0.02506843394323588,-0.023190442726633842,-0.01884892086330936,0.04003519577650683,0.05386350817822905,-0.022344126304522316,0.13617079512795938,-0.017947482534329207,0.2835765975714464,-0.0622073578595318,0.004687181577338384,0.08803245436105489,0.025414364676197954,0.020774605489298992
,1.653379549393414,0.018288700195950636,-0.035920461834509476,0.0006653359946773296,0.04920212765957466,-0.008871989860583018,0.0421994884910486,0.1257668711656439,-0.038147138964578,0.023229461756374192,-0.3111849390919159,0.2757234726688105,0.21739130434782594,-0.12834549878345491,0.024332195362454012,0.022473020575586533
Cyprus,0.03636438587547186,-0.019275791754621796,0.027278586430889984,0.05421933421199565,0.030075285601622648,0.019298919842404505,0.023899669081860475,0.03755542088852848,0.01910674977010718,-0.028771692305383234,-0.04385624040185354,-0.03851056387678975,-0.06959536355509344,-0.09933085209283954,0.06650379953405094,0.006547309417965774
Czech Republic,0.1060387739062092,-0.0010363001125124338,-0.032099350899552626,0.019292013718765322,-0.04329147389292798,0.02854451248233625,0.016639189106673946,0.009790083786299864,-0.05356133828996279,-0.07748868778280549,0.03644662442945701,-0.041869330879453215,-0.05491527749193936,-0.023518310165862144,-0.025360705944703188,0.00123792524629307
,0.07949767018979426,0.03679528346581029,-0.04148050365556444,0.021982096509348903,0.02270135793510919,0.044445570646665544,0.017565141443058874,-0.16479900815411752,0.10750785041393085,-0.006392411588823532,-0.05769430320639213,-0.2772822376390265,0.02034130732896533,0.01993578735160173,0.05712563560563355,0.024162967393952073
"Congo, Dem. Rep.",-0.41114058355437666,0.027027027027026973,0.10964912280701755,0.06324110671936745,0.2156133828996285,0.25076452599388377,0.0635696821515892,0.08505747126436769,0.05720338983050843,-0.060120240480961984,0.1577825159914712,0.23941068139963173,0.037147102526003284,0.08595988538681931,-0.006647748651178675,0.02158811819749329
Denmark,-0.07203948284298622,0.0277590999552757,-0.0065196987855071775,0.09188866717845356,-0.09033655756093695,-0.06409430529942584,0.15191062124674137,-0.07967522431289076,-0.06167245891900819,-0.047679838521105355,0.008905058585935155,-0.09936358741184492,-0.10395946681504498,0.04888142283092578,-0.09873781241134694,-0.07975697470238641
Djibouti,0.08139534883720945,0.07526881720430101,0.08999999999999986,0.05504587155963314,-0.034782608695652195,0.018018018018018056,-0.008849557522124019,0.12500000000000022,0.07936507936507953,-0.07352941176470595,0.11904761904761885,-0.0851063829787233,0.09302325581395343,0.17730496453900724,-0.005804198045041398,0.019911105557894437
Dominica,0.2727272727272725,0.0714285714285714,-0.06666666666666676,0.14285714285714302,-0.03125,0.032258064516129004,-0.03125,0.3548387096774195,-0.1428571428571428,0.0,0.05555555555555536,-0.07894736842105254,0.05714285714285716,-0.027027027027027084,0.024332195362454012,0.022473020575586755
Dominican Republic,0.066179375740814,0.0012970168612191912,0.07642487046632129,0.008595495960117105,-0.14896880859042105,0.01802523532946121,0.0613810741687979,0.07025023169601474,0.012296501558711315,-0.04071856287425146,0.052969502407704594,0.0199864498644986,0.030056459647957334,-0.029663066258261983,0.03710945409162858,0.014967402287436427
Ecuador,-0.03616513135448651,0.11575221238938038,0.07931472081218272,0.0808348030570254,0.07710089747076432,0.04191389976013138,-0.046407367018054035,0.10495552731893265,0.06209751609935621,0.06203984408834984,0.05851768783770006,0.04112491572763188,0.02099907493061992,0.07547340762888455,0.033056623625641546,-0.02089088569488262
"Egypt, Arab Rep.",0.1270653604328118,-0.11232485729112607,0.013884423138756485,0.16329354782909533,0.019925650557620633,0.10798464304806354,0.06805123031711924,0.05882836081394638,0.05020750106659433,0.04103037577324331,-0.019440551998155087,0.07127222734755145,-0.0004390334509717375,-0.018684010473857593,0.005794746467508549,0.02108368568257646
El Salvador,0.0077220077220074845,0.03575989782886335,0.015413070283600394,0.08500303582270807,-0.028539451594851717,0.01382488479262678,0.06079545454545454,0.019282271023031594,-0.06200735680504477,-0.015686274509803977,-0.014228799089356814,0.04676674364896094,0.08273579702151124,-0.11665817626082531,0.02166603785445753,0.02006279883025819
Equatorial Guinea,-0.03875968992248069,5.806451612903227,0.6090047393364928,0.20839469808541966,-0.13284582571602677,-0.09697821503865078,0.009338521400778177,0.008481110254433322,-0.061162079510703404,0.026058631921824116,0.012698412698412653,0.4467084639498431,-0.13867822318526535,-0.07169811320754726,0.07880874965760531,0.09736357875489077
Eritrea,-0.017751479289940697,0.036144578313252795,-0.0406976744186045,0.19999999999999996,0.06060606060606055,-0.004761904761904745,-0.26794258373205737,0.03267973856209161,-0.28481012658227844,0.23893805309734528,0.0,0.15714285714285703,0.11111111111111094,0.011111111111111072,-0.005330198731563041,0.01827635335177069
Estonia,-0.024300230752654195,0.023278795684371856,-0.030565450344750333,0.1206987913520483,0.013179892359667322,-0.042470669099493596,-0.0374266650487014,0.1931431291332164,-0.07950287309030457,-0.1802259701148501,0.26007016921687676,0.03454967307467438,-0.06207576847354501,0.1307008702950545,-0.03310031899461807,0.04940371968951518
Ethiopia,0.12427409988385607,0.22623966942148765,0.038753159224936606,0.10300081103000824,0.06176470588235272,-0.03324099722991691,0.07521489971346695,0.09260493004663561,0.09390243902439033,0.0078037904124861335,-0.006637168141592875,0.17316258351893077,0.10821072615092553,0.24197002141327628,0.021337373542325677,0.011530039444734852
,0.09302325581395365,0.1063829787234043,-0.038461538461538325,0.019999999999999796,0.02450980392156854,-0.05741626794258381,-0.060913705583756306,0.016216216216216273,-0.08510638297872353,-0.08720930232558133,0.09554140127388533,-0.09883720930232553,0.03870967741935494,0.006211180124223503,0.0071037601793932925,0.007375926154006063
,0.0,0.19999999999999996,0.0,0.08333333333333326,0.07692307692307687,0.0,0.14285714285714302,0.0,0.0,0.0,-0.0625,0.0,0.0,0.0,0.04883824041339557,0.015988670683163564
"Micronesia, Fed. Sts.",0.15625000000000022,0.29729729729729715,-0.16666666666666663,0.0,0.0,-0.17499999999999993,0.030303030303030276,0.1470588235294117,-0.15384615384615385,0.3939393939393938,-0.28260869565217384,0.06060606060606055,0.1142857142857141,0.025641025641025772,0.06741650995491444,0.010645860505259508
Fiji,0.07762557077625587,0.2881355932203391,-0.25,0.030701754385964897,0.3148936170212766,0.2038834951456312,-0.0026881720430108613,-0.11590296495956887,-0.5823170731707317,1.1240875912408765,0.49828178694158054,-0.004587155963302725,0.0023041474654377225,0.07126436781609202,0.06479893744451726,0.010294203089180387
Finland,-0.032265767129262546,0.09599733016639056,0.040098050541087726,0.11665179332024422,-0.05102930399196037,-0.17304830398394178,0.19836815854920076,-0.02448883441601979,-0.1212968444495951,-0.04834025511272766,0.1472517236411277,-0.11514179576491179,-0.09730160711500091,0.0167000628846119,-0.08173990545953747,-0.07721460165106497
France,-0.008344100235162077,0.0014136773229576072,-0.011062337009181467,0.021301119505637178,0.0021108014665431885,0.012196696868356005,-0.025683102931990276,-0.022411653754712435,-0.016201567426343377,-0.04534738594362808,0.025389069188018976,-0.06743239444993931,0.006570993175150974,-0.001709174675231906,-0.08106947560715183,0.013574166045200009
,-0.1205357142857143,-0.24365482233502533,-0.10067114093959717,0.29850746268656714,-0.04597701149425293,-0.030120481927710885,-0.13664596273291918,0.2589928057553956,0.022857142857142687,0.17877094972067065,-0.03791469194312802,0.019704433497536922,-0.048309178743961345,0.050761421319797106,0.02280408647495702,0.021093138409552736
,0.14814814814814814,0.19354838709677424,0.043243243243243246,0.08808290155440401,-0.00952380952380949,0.07692307692307687,0.0044642857142858094,-0.008888888888888946,0.03139013452914807,0.004347826086956497,0.01298701298701288,-0.02991452991452992,-0.022026431718061623,0.009009009009008917,0.06741650995491488,0.010645860505259064
Gabon,-0.023646071700991533,0.022656250000000044,-0.04736440030557676,0.015236567762630271,0.009478672985782088,0.04303599374021916,-0.14628657164291092,-0.013181019332161648,0.011576135351736294,0.039612676056338225,0.047417442845046676,-0.014551333872271588,0.024610336341263306,0.038430744595676414,0.01970990614611101,0.0364998623827304
"Gambia, The",0.0714285714285714,0.026666666666666616,0.11688311688311703,0.0,0.023255813953488413,0.0,0.045454545454545414,0.17391304347826098,0.03703703703703676,0.0625,0.0840336134453783,-0.07751937984496127,0.0840336134453783,0.03875968992248069,-0.00556549718427124,0.023740055063806276
Georgia,0.043881856540084474,-0.1689571544058206,-0.10116731517509725,0.11363636363636376,0.1457725947521864,0.17217981340118738,0.2134587554269174,0.04412641621943947,-0.19531696173615065,0.14478353442157577,-0.060756354618723085,0.23894389438943886,0.06872669152903566,0.020937188434696052,-0.013191275800471747,0.02389128521348094
Germany,0.004422946678294792,0.01818298843631161,-0.01800192521393973,0.001368253889892257,-0.015565657958848789,-0.022991456764507534,0.013241349628477339,-0.030349717722421232,0.002872983458759748,-0.07596946643533486,0.05561096303251056,-0.023767890435209105,0.005600935206512947,0.022957035402350723,-0.05131587627126977,0.006887808580274379
Ghana,-0.039753639417693165,0.10029154518950412,0.07260201377848441,0.028162055335968272,-0.03700144161460839,-0.048403193612774564,0.3382275825904564,0.050156739811912265,-0.07014925373134329,-0.1565008025682183,0.2916270218839201,-0.012523020257826811,0.20813129429317412,0.23093547391170133,-0.00022577389460798347,0.02627678680333001
